GID_0,fueltype,CO2,CH4,N2O,units are tCO2e/ton (and tCO2e/MWh for electricity)
LKA,Electricity,0.563743255,0.032620467,0.002529275,
LKA,Ethanol,0,0.4919086,0.346437,
LKA,Gas,3.724875,0.156897,0.002457,
LKA,Imp_biomass,1.520808,0.2767824,0,
LKA,Imp_charcoal,6.20812564,2.834703773,0.10647,
LKA,Kerosene,3.5362415,0.127257324,0.121229199,
LKA,Pellets,0,0.04543016,0.006552,
LSO,biogas,0,1.825610312,0.001513812,
LSO,Biomass,1.7472,0.12636,0.0170352,
LSO,Charcoal,6.20812564,2.568355768,0.10647,
LSO,Coal,2.45212,0.28100208,0.0105651,
LSO,Electricity,0,0.020819527,0.001324384,
LSO,Ethanol,0,0.4919086,0.346437,
LSO,Gas,3.724875,0.156897,0.002457,
LSO,Imp_biomass,1.520808,0.2767824,0,
LSO,Imp_charcoal,6.20812564,2.834703773,0.10647,
LSO,Kerosene,3.5362415,0.127257324,0.121229199,
LSO,Pellets,0,0.04543016,0.006552,
MDG,biogas,0,1.825610312,0.001513812,
MDG,Biomass,1.7472,0.12636,0.0170352,
MDG,Charcoal,6.20812564,2.568355768,0.10647,
MDG,Coal,2.45212,0.28100208,0.0105651,
MDG,Electricity,0.634029204,0.020819527,0.001324384,
MDG,Ethanol,0,0.4919086,0.346437,
MDG,Gas,3.724875,0.156897,0.002457,
MDG,Imp_biomass,1.520808,0.2767824,0,
MDG,Imp_charcoal,6.20812564,2.834703773,0.10647,
MDG,Kerosene,3.5362415,0.127257324,0.121229199,
MDG,Pellets,0,0.04543016,0.006552,
MDV,biogas,0,1.825610312,0.001513812,
MDV,Biomass,1.7472,0.12636,0.0170352,
MDV,Charcoal,6.20812564,2.568355768,0.10647,
MDV,Coal,2.45212,0.28100208,0.0105651,
MDV,Electricity,0.623251709,0,0,
MDV,Ethanol,0,0.4919086,0.346437,
MDV,Gas,3.724875,0.156897,0.002457,
MDV,Imp_biomass,1.520808,0.2767824,0,
MDV,Imp_charcoal,6.20812564,2.834703773,0.10647,
MDV,Kerosene,3.5362415,0.127257324,0.121229199,
MDV,Pellets,0,0.04543016,0.006552,
MEX,biogas,0,1.825610312,0.001513812,
MEX,Biomass,1.7472,0.12636,0.0170352,
MEX,Charcoal,6.20812564,2.568355768,0.10647,
MEX,Coal,2.45212,0.28100208,0.0105651,
MEX,Electricity,0.407639864,0.035037034,0.001950387,
MEX,Ethanol,0,0.4919086,0.346437,
MEX,Gas,3.724875,0.156897,0.002457,
MEX,Imp_biomass,1.520808,0.2767824,0,
MEX,Imp_charcoal,6.20812564,2.834703773,0.10647,
MEX,Kerosene,3.5362415,0.127257324,0.121229199,
MEX,Pellets,0,0.04543016,0.006552,
MLI,biogas,0,1.825610312,0.001513812,
MLI,Biomass,1.7472,0.12636,0.0170352,
MLI,Charcoal,6.20812564,2.568355768,0.10647,
MLI,Coal,2.45212,0.28100208,0.0105651,
MLI,Electricity,0.696560167,0.020819527,0.001324384,
MLI,Ethanol,0,0.4919086,0.346437,
MLI,Gas,3.724875,0.156897,0.002457,
MLI,Imp_biomass,1.520808,0.2767824,0,
MLI,Imp_charcoal,6.20812564,2.834703773,0.10647,
MLI,Kerosene,3.5362415,0.127257324,0.121229199,
MLI,Pellets,0,0.04543016,0.006552,
MNG,biogas,0,1.825610312,0.001513812,
MNG,Biomass,1.7472,0.12636,0.0170352,
MNG,Charcoal,6.20812564,2.568355768,0.10647,
MNG,Coal,2.45212,0.28100208,0.0105651,
MNG,Electricity,1.149746598,0.074082955,0.005984834,
MNG,Ethanol,0,0.4919086,0.346437,
MNG,Gas,3.724875,0.156897,0.002457,
MNG,Imp_biomass,1.520808,0.2767824,0,
MNG,Imp_charcoal,6.20812564,2.834703773,0.10647,
MNG,Kerosene,3.5362415,0.127257324,0.121229199,
MNG,Pellets,0,0.04543016,0.006552,
MOZ,biogas,0,1.825610312,0.001513812,
MOZ,Biomass,1.7472,0.12636,0.0170352,
MOZ,Charcoal,6.20812564,2.568355768,0.10647,
MOZ,Coal,2.45212,0.28100208,0.0105651,
MOZ,Electricity,0.127089302,0.005232997,0.000243019,
MOZ,Ethanol,0,0.4919086,0.346437,
MOZ,Gas,3.724875,0.156897,0.002457,
MOZ,Imp_biomass,1.520808,0.2767824,0,
MOZ,Imp_charcoal,6.20812564,2.834703773,0.10647,
MOZ,Kerosene,3.5362415,0.127257324,0.121229199,
MOZ,Pellets,0,0.04543016,0.006552,
MRT,biogas,0,1.825610312,0.001513812,
MRT,Biomass,1.7472,0.12636,0.0170352,
MRT,Charcoal,6.20812564,2.568355768,0.10647,
MRT,Coal,2.45212,0.28100208,0.0105651,
MRT,Electricity,0.57336494,0.020819527,0.001324384,
MRT,Ethanol,0,0.4919086,0.346437,
MRT,Gas,3.724875,0.156897,0.002457,
MRT,Imp_biomass,1.520808,0.2767824,0,
MRT,Imp_charcoal,6.20812564,2.834703773,0.10647,
MRT,Kerosene,3.5362415,0.127257324,0.121229199,
MRT,Pellets,0,0.04543016,0.006552,
MUS,biogas,0,1.825610312,0.001513812,
MUS,Biomass,1.7472,0.12636,0.0170352,
MUS,Charcoal,6.20812564,2.568355768,0.10647,
MUS,Coal,2.45212,0.28100208,0.0105651,
MUS,Electricity,0.576396888,0,0,
MUS,Ethanol,0,0.4919086,0.346437,
MUS,Gas,3.724875,0.156897,0.002457,
MUS,Imp_biomass,1.520808,0.2767824,0,
MUS,Imp_charcoal,6.20812564,2.834703773,0.10647,
MUS,Kerosene,3.5362415,0.127257324,0.121229199,
MUS,Pellets,0,0.04543016,0.006552,
MWI,biogas,0,1.825610312,0.001513812,
MWI,Biomass,1.7472,0.12636,0.0170352,
MWI,Charcoal,6.20812564,2.568355768,0.10647,
MWI,Coal,2.45212,0.28100208,0.0105651,
MWI,Electricity,0.271230208,0.020819527,0.001324384,
MWI,Ethanol,0,0.4919086,0.346437,
MWI,Gas,3.724875,0.156897,0.002457,
MWI,Imp_biomass,1.520808,0.2767824,0,
MWI,Imp_charcoal,6.20812564,2.834703773,0.10647,
MWI,Kerosene,3.5362415,0.127257324,0.121229199,
MWI,Pellets,0,0.04543016,0.006552,
MYS,biogas,0,1.825610312,0.001513812,
MYS,Biomass,1.7472,0.12636,0.0170352,
MYS,Charcoal,6.20812564,2.568355768,0.10647,
MYS,Coal,2.45212,0.28100208,0.0105651,
MYS,Electricity,0.461458146,0,0,
MYS,Ethanol,0,0.4919086,0.346437,
MYS,Gas,3.724875,0.156897,0.002457,
MYS,Imp_biomass,1.520808,0.2767824,0,
MYS,Imp_charcoal,6.20812564,2.834703773,0.10647,
MYS,Kerosene,3.5362415,0.127257324,0.121229199,
MYS,Pellets,0,0.04543016,0.006552,
NAM,biogas,0,1.825610312,0.001513812,
NAM,Biomass,1.7472,0.12636,0.0170352,
NAM,Charcoal,6.20812564,2.568355768,0.10647,
NAM,Coal,2.45212,0.28100208,0.0105651,
NAM,Electricity,0.188808851,0.001020495,7.13988E-05,
NAM,Ethanol,0,0.4919086,0.346437,
NAM,Gas,3.724875,0.156897,0.002457,
NAM,Imp_biomass,1.520808,0.2767824,0,
NAM,Imp_charcoal,6.20812564,2.834703773,0.10647,
NAM,Kerosene,3.5362415,0.127257324,0.121229199,
NAM,Pellets,0,0.04543016,0.006552,
NER,biogas,0,1.825610312,0.001513812,
NER,Biomass,1.7472,0.12636,0.0170352,
NER,Charcoal,6.20812564,2.568355768,0.10647,
NER,Coal,2.45212,0.28100208,0.0105651,
NER,Electricity,1.017697409,0.052646665,0.003890215,
NER,Ethanol,0,0.4919086,0.346437,
NER,Gas,3.724875,0.156897,0.002457,
NER,Imp_biomass,1.520808,0.2767824,0,
NER,Imp_charcoal,6.20812564,2.834703773,0.10647,
NER,Kerosene,3.5362415,0.127257324,0.121229199,
NER,Pellets,0,0.04543016,0.006552,
NGA,biogas,0,1.825610312,0.001513812,
NGA,Biomass,1.7472,0.12636,0.0170352,
NGA,Charcoal,6.20812564,2.568355768,0.10647,
NGA,Coal,2.45212,0.28100208,0.0105651,
NGA,Electricity,0.415194689,0.031399746,0.001420533,
NGA,Ethanol,0,0.4919086,0.346437,
NGA,Gas,3.724875,0.156897,0.002457,
NGA,Imp_biomass,1.520808,0.2767824,0,
NGA,Imp_charcoal,6.20812564,2.834703773,0.10647,
NGA,Kerosene,3.5362415,0.127257324,0.121229199,
NGA,Pellets,0,0.04543016,0.006552,
NIC,biogas,0,1.825610312,0.001513812,
NIC,Biomass,1.7472,0.12636,0.0170352,
NIC,Charcoal,6.20812564,2.568355768,0.10647,
NIC,Coal,2.45212,0.28100208,0.0105651,
NIC,Electricity,0.449445674,0.017383349,0.001079276,
NIC,Ethanol,0,0.4919086,0.346437,
NIC,Gas,3.724875,0.156897,0.002457,
NIC,Imp_biomass,1.520808,0.2767824,0,
NIC,Imp_charcoal,6.20812564,2.834703773,0.10647,
NIC,Kerosene,3.5362415,0.127257324,0.121229199,
NIC,Pellets,0,0.04543016,0.006552,
NPL,biogas,0,1.825610312,0.001513812,
NPL,Biomass,1.7472,0.12636,0.0170352,
NPL,Charcoal,6.20812564,2.568355768,0.10647,
NPL,Coal,2.45212,0.28100208,0.0105651,
NPL,Electricity,8.76244E-06,5.29867E-05,4.55069E-06,
NPL,Ethanol,0,0.4919086,0.346437,
NPL,Gas,3.724875,0.156897,0.002457,
NPL,Imp_biomass,1.520808,0.2767824,0,
NPL,Imp_charcoal,6.20812564,2.834703773,0.10647,
NPL,Kerosene,3.5362415,0.127257324,0.121229199,
NPL,Pellets,0,0.04543016,0.006552,
PAK,biogas,0,1.825610312,0.001513812,
PAK,Biomass,1.7472,0.12636,0.0170352,
PAK,Charcoal,6.20812564,2.568355768,0.10647,
PAK,Coal,2.45212,0.28100208,0.0105651,
PAK,Electricity,0.451656514,0.022948332,0.001260744,
PAK,Ethanol,0,0.4919086,0.346437,
PAK,Gas,3.724875,0.156897,0.002457,
PAK,Imp_biomass,1.520808,0.2767824,0,
PAK,Imp_charcoal,6.20812564,2.834703773,0.10647,
PAK,Kerosene,3.5362415,0.127257324,0.121229199,
PAK,Pellets,0,0.04543016,0.006552,
PAN,biogas,0,1.825610312,0.001513812,
PAN,Biomass,1.7472,0.12636,0.0170352,
PAN,Charcoal,6.20812564,2.568355768,0.10647,
PAN,Coal,2.45212,0.28100208,0.0105651,
PAN,Electricity,0.2632771,0,0,
PAN,Ethanol,0,0.4919086,0.346437,
PAN,Gas,3.724875,0.156897,0.002457,
PAN,Imp_biomass,1.520808,0.2767824,0,
PAN,Imp_charcoal,6.20812564,2.834703773,0.10647,
PAN,Kerosene,3.5362415,0.127257324,0.121229199,
PAN,Pellets,0,0.04543016,0.006552,
PER,biogas,0,1.825610312,0.001513812,
PER,Biomass,1.7472,0.12636,0.0170352,
PER,Charcoal,6.20812564,2.568355768,0.10647,
PER,Coal,2.45212,0.28100208,0.0105651,
PER,Electricity,0.27998789,0.018449396,0.000867334,
PER,Ethanol,0,0.4919086,0.346437,
PER,Gas,3.724875,0.156897,0.002457,
PER,Imp_biomass,1.520808,0.2767824,0,
PER,Imp_charcoal,6.20812564,2.834703773,0.10647,
PER,Kerosene,3.5362415,0.127257324,0.121229199,
PER,Pellets,0,0.04543016,0.006552,
PHL,biogas,0,1.825610312,0.001513812,
PHL,Biomass,1.7472,0.12636,0.0170352,
PHL,Charcoal,6.20812564,2.568355768,0.10647,
PHL,Coal,2.45212,0.28100208,0.0105651,
PHL,Electricity,0.574385521,0.046141581,0.003381609,
PHL,Ethanol,0,0.4919086,0.346437,
PHL,Gas,3.724875,0.156897,0.002457,
PHL,Imp_biomass,1.520808,0.2767824,0,
PHL,Imp_charcoal,6.20812564,2.834703773,0.10647,
PHL,Kerosene,3.5362415,0.127257324,0.121229199,
PHL,Pellets,0,0.04543016,0.006552,
PNG,biogas,0,1.825610312,0.001513812,
PNG,Biomass,1.7472,0.12636,0.0170352,
PNG,Charcoal,6.20812564,2.568355768,0.10647,
PNG,Coal,2.45212,0.28100208,0.0105651,
PNG,Electricity,0.31514071,0.036844403,0.002557639,
PNG,Ethanol,0,0.4919086,0.346437,
PNG,Gas,3.724875,0.156897,0.002457,
PNG,Imp_biomass,1.520808,0.2767824,0,
PNG,Imp_charcoal,6.20812564,2.834703773,0.10647,
PNG,Kerosene,3.5362415,0.127257324,0.121229199,
PNG,Pellets,0,0.04543016,0.006552,
PRY,biogas,0,1.825610312,0.001513812,
PRY,Biomass,1.7472,0.12636,0.0170352,
PRY,Charcoal,6.20812564,2.568355768,0.10647,
PRY,Coal,2.45212,0.28100208,0.0105651,
PRY,Electricity,1.5493E-05,5.37161E-05,4.59848E-06,
PRY,Ethanol,0,0.4919086,0.346437,
PRY,Gas,3.724875,0.156897,0.002457,
PRY,Imp_biomass,1.520808,0.2767824,0,
PRY,Imp_charcoal,6.20812564,2.834703773,0.10647,
PRY,Kerosene,3.5362415,0.127257324,0.121229199,
PRY,Pellets,0,0.04543016,0.006552,
RWA,biogas,0,1.825610312,0.001513812,
RWA,Biomass,1.7472,0.12636,0.0170352,
RWA,Charcoal,6.20812564,2.568355768,0.10647,
RWA,Coal,2.45212,0.28100208,0.0105651,
RWA,Electricity,0.464851827,0.02501761,0.001556595,
RWA,Ethanol,0,0.4919086,0.346437,
RWA,Gas,3.724875,0.156897,0.002457,
RWA,Imp_biomass,1.520808,0.2767824,0,
RWA,Imp_charcoal,6.20812564,2.834703773,0.10647,
RWA,Kerosene,3.5362415,0.127257324,0.121229199,
RWA,Pellets,0,0.04543016,0.006552,
SEN,biogas,0,1.825610312,0.001513812,
SEN,Biomass,1.7472,0.12636,0.0170352,
SEN,Charcoal,6.20812564,2.568355768,0.10647,
SEN,Coal,2.45212,0.28100208,0.0105651,
SEN,Electricity,0.740681933,0.030701902,0.001879166,
SEN,Ethanol,0,0.4919086,0.346437,
SEN,Gas,3.724875,0.156897,0.002457,
SEN,Imp_biomass,1.520808,0.2767824,0,
SEN,Imp_charcoal,6.20812564,2.834703773,0.10647,
SEN,Kerosene,3.5362415,0.127257324,0.121229199,
SEN,Pellets,0,0.04543016,0.006552,
SLE,biogas,0,1.825610312,0.001513812,
SLE,Biomass,1.7472,0.12636,0.0170352,
SLE,Charcoal,6.20812564,2.568355768,0.10647,
SLE,Coal,2.45212,0.28100208,0.0105651,
SLE,Electricity,0.274802895,0.020819527,0.001324384,
SLE,Ethanol,0,0.4919086,0.346437,
SLE,Gas,3.724875,0.156897,0.002457,
SLE,Imp_biomass,1.520808,0.2767824,0,
SLE,Imp_charcoal,6.20812564,2.834703773,0.10647,
SLE,Kerosene,3.5362415,0.127257324,0.121229199,
SLE,Pellets,0,0.04543016,0.006552,
SLV,biogas,0,1.825610312,0.001513812,
SLV,Biomass,1.7472,0.12636,0.0170352,
SLV,Charcoal,6.20812564,2.568355768,0.10647,
SLV,Coal,2.45212,0.28100208,0.0105651,
SLV,Electricity,0.305987693,0,0,
SLV,Ethanol,0,0.4919086,0.346437,
SLV,Gas,3.724875,0.156897,0.002457,
SLV,Imp_biomass,1.520808,0.2767824,0,
SLV,Imp_charcoal,6.20812564,2.834703773,0.10647,
SLV,Kerosene,3.5362415,0.127257324,0.121229199,
SLV,Pellets,0,0.04543016,0.006552,
STP,biogas,0,1.825610312,0.001513812,
STP,Biomass,1.7472,0.12636,0.0170352,
STP,Charcoal,6.20812564,2.568355768,0.10647,
STP,Coal,2.45212,0.28100208,0.0105651,
STP,Electricity,0,0,0,
STP,Ethanol,0,0.4919086,0.346437,
STP,Gas,3.724875,0.156897,0.002457,
STP,Imp_biomass,1.520808,0.2767824,0,
STP,Imp_charcoal,6.20812564,2.834703773,0.10647,
STP,Kerosene,3.5362415,0.127257324,0.121229199,
STP,Pellets,0,0.04543016,0.006552,
SWZ,biogas,0,1.825610312,0.001513812,
SWZ,Biomass,1.7472,0.12636,0.0170352,
SWZ,Charcoal,6.20812564,2.568355768,0.10647,
SWZ,Coal,2.45212,0.28100208,0.0105651,
SWZ,Electricity,0,0,0,
SWZ,Ethanol,0,0.4919086,0.346437,
SWZ,Gas,3.724875,0.156897,0.002457,
SWZ,Imp_biomass,1.520808,0.2767824,0,
SWZ,Imp_charcoal,6.20812564,2.834703773,0.10647,
SWZ,Kerosene,3.5362415,0.127257324,0.121229199,
SWZ,Pellets,0,0.04543016,0.006552,
TCD,biogas,0,1.825610312,0.001513812,
TCD,Biomass,1.7472,0.12636,0.0170352,
TCD,Charcoal,6.20812564,2.568355768,0.10647,
TCD,Coal,2.45212,0.28100208,0.0105651,
TCD,Electricity,0.649056124,0.020819527,0.001324384,
TCD,Ethanol,0,0.4919086,0.346437,
TCD,Gas,3.724875,0.156897,0.002457,
TCD,Imp_biomass,1.520808,0.2767824,0,
TCD,Imp_charcoal,6.20812564,2.834703773,0.10647,
TCD,Kerosene,3.5362415,0.127257324,0.121229199,
TCD,Pellets,0,0.04543016,0.006552,
TGO,biogas,0,1.825610312,0.001513812,
TGO,Biomass,1.7472,0.12636,0.0170352,
TGO,Charcoal,6.20812564,2.568355768,0.10647,
TGO,Coal,2.45212,0.28100208,0.0105651,
TGO,Electricity,1.020676729,0.008628769,0.000536566,
TGO,Ethanol,0,0.4919086,0.346437,
TGO,Gas,3.724875,0.156897,0.002457,
TGO,Imp_biomass,1.520808,0.2767824,0,
TGO,Imp_charcoal,6.20812564,2.834703773,0.10647,
TGO,Kerosene,3.5362415,0.127257324,0.121229199,
TGO,Pellets,0,0.04543016,0.006552,
THA,biogas,0,1.825610312,0.001513812,
THA,Biomass,1.7472,0.12636,0.0170352,
THA,Charcoal,6.20812564,2.568355768,0.10647,
THA,Coal,2.45212,0.28100208,0.0105651,
THA,Electricity,0.37214452,0.042846877,0.002488702,
THA,Ethanol,0,0.4919086,0.346437,
THA,Gas,3.724875,0.156897,0.002457,
THA,Imp_biomass,1.520808,0.2767824,0,
THA,Imp_charcoal,6.20812564,2.834703773,0.10647,
THA,Kerosene,3.5362415,0.127257324,0.121229199,
THA,Pellets,0,0.04543016,0.006552,
TJK,biogas,0,1.825610312,0.001513812,
TJK,Biomass,1.7472,0.12636,0.0170352,
TJK,Charcoal,6.20812564,2.568355768,0.10647,
TJK,Coal,2.45212,0.28100208,0.0105651,
TJK,Electricity,0.123724046,0.001247835,0.000101521,
TJK,Ethanol,0,0.4919086,0.346437,
TJK,Gas,3.724875,0.156897,0.002457,
TJK,Imp_biomass,1.520808,0.2767824,0,
TJK,Imp_charcoal,6.20812564,2.834703773,0.10647,
TJK,Kerosene,3.5362415,0.127257324,0.121229199,
TJK,Pellets,0,0.04543016,0.006552,
TKM,biogas,0,1.825610312,0.001513812,
TKM,Biomass,1.7472,0.12636,0.0170352,
TKM,Charcoal,6.20812564,2.568355768,0.10647,
TKM,Coal,2.45212,0.28100208,0.0105651,
TKM,Electricity,0.759980708,0,0,
TKM,Ethanol,0,0.4919086,0.346437,
TKM,Gas,3.724875,0.156897,0.002457,
TKM,Imp_biomass,1.520808,0.2767824,0,
TKM,Imp_charcoal,6.20812564,2.834703773,0.10647,
TKM,Kerosene,3.5362415,0.127257324,0.121229199,
TKM,Pellets,0,0.04543016,0.006552,
TLS,biogas,0,1.825610312,0.001513812,
TLS,Biomass,1.7472,0.12636,0.0170352,
TLS,Charcoal,6.20812564,2.568355768,0.10647,
TLS,Coal,2.45212,0.28100208,0.0105651,
TLS,Electricity,0.589213292,0.036844403,0.002557639,
TLS,Ethanol,0,0.4919086,0.346437,
TLS,Gas,3.724875,0.156897,0.002457,
TLS,Imp_biomass,1.520808,0.2767824,0,
TLS,Imp_charcoal,6.20812564,2.834703773,0.10647,
TLS,Kerosene,3.5362415,0.127257324,0.121229199,
TLS,Pellets,0,0.04543016,0.006552,
TZA,biogas,0,1.825610312,0.001513812,
TZA,Biomass,1.7472,0.12636,0.0170352,
TZA,Charcoal,6.20812564,2.568355768,0.10647,
TZA,Coal,2.45212,0.28100208,0.0105651,
TZA,Electricity,0,0.02450003,0.00123747,
TZA,Ethanol,0,0.4919086,0.346437,
TZA,Gas,3.724875,0.156897,0.002457,
TZA,Imp_biomass,1.520808,0.2767824,0,
TZA,Imp_charcoal,6.20812564,2.834703773,0.10647,
TZA,Kerosene,3.5362415,0.127257324,0.121229199,
TZA,Pellets,0,0.04543016,0.006552,
UGA,biogas,0,1.825610312,0.001513812,
UGA,Biomass,1.7472,0.12636,0.0170352,
UGA,Charcoal,6.20812564,2.568355768,0.10647,
UGA,Coal,2.45212,0.28100208,0.0105651,
UGA,Electricity,0.12945455,0.001812993,0.00011368,
UGA,Ethanol,0,0.4919086,0.346437,
UGA,Gas,3.724875,0.156897,0.002457,
UGA,Imp_biomass,1.520808,0.2767824,0,
UGA,Imp_charcoal,6.20812564,2.834703773,0.10647,
UGA,Kerosene,3.5362415,0.127257324,0.121229199,
UGA,Pellets,0,0.04543016,0.006552,
UZB,biogas,0,1.825610312,0.001513812,
UZB,Biomass,1.7472,0.12636,0.0170352,
UZB,Charcoal,6.20812564,2.568355768,0.10647,
UZB,Coal,2.45212,0.28100208,0.0105651,
UZB,Electricity,0.508575836,0.032080454,0.001567832,
UZB,Ethanol,0,0.4919086,0.346437,
UZB,Gas,3.724875,0.156897,0.002457,
UZB,Imp_biomass,1.520808,0.2767824,0,
UZB,Imp_charcoal,6.20812564,2.834703773,0.10647,
UZB,Kerosene,3.5362415,0.127257324,0.121229199,
UZB,Pellets,0,0.04543016,0.006552,
VNM,biogas,0,1.825610312,0.001513812,
VNM,Biomass,1.7472,0.12636,0.0170352,
VNM,Charcoal,6.20812564,2.568355768,0.10647,
VNM,Coal,2.45212,0.28100208,0.0105651,
VNM,Electricity,0.416172542,0.036090425,0.002468049,
VNM,Ethanol,0,0.4919086,0.346437,
VNM,Gas,3.724875,0.156897,0.002457,
VNM,Imp_biomass,1.520808,0.2767824,0,
VNM,Imp_charcoal,6.20812564,2.834703773,0.10647,
VNM,Kerosene,3.5362415,0.127257324,0.121229199,
VNM,Pellets,0,0.04543016,0.006552,
ZAF,biogas,0,1.825610312,0.001513812,
ZAF,Biomass,1.7472,0.12636,0.0170352,
ZAF,Charcoal,6.20812564,2.568355768,0.10647,
ZAF,Coal,2.45212,0.28100208,0.0105651,
ZAF,Electricity,0.85170122,0.072631197,0.005894214,
ZAF,Ethanol,0,0.4919086,0.346437,
ZAF,Gas,3.724875,0.156897,0.002457,
ZAF,Imp_biomass,1.520808,0.2767824,0,
ZAF,Imp_charcoal,6.20812564,2.834703773,0.10647,
ZAF,Kerosene,3.5362415,0.127257324,0.121229199,
ZAF,Pellets,0,0.04543016,0.006552,
ZMB,biogas,0,1.825610312,0.001513812,
ZMB,Biomass,1.7472,0.12636,0.0170352,
ZMB,Charcoal,6.20812564,2.568355768,0.10647,
ZMB,Coal,2.45212,0.28100208,0.0105651,
ZMB,Electricity,0.226460944,0.001097582,6.93658E-05,
ZMB,Ethanol,0,0.4919086,0.346437,
ZMB,Gas,3.724875,0.156897,0.002457,
ZMB,Imp_biomass,1.520808,0.2767824,0,
ZMB,Imp_charcoal,6.20812564,2.834703773,0.10647,
ZMB,Kerosene,3.5362415,0.127257324,0.121229199,
ZMB,Pellets,0,0.04543016,0.006552,
ZWE,biogas,0,1.825610312,0.001513812,
ZWE,Biomass,1.7472,0.12636,0.0170352,
ZWE,Charcoal,6.20812564,2.568355768,0.10647,
ZWE,Coal,2.45212,0.28100208,0.0105651,
ZWE,Electricity,1.024943196,0.036835325,0.00298638,
ZWE,Ethanol,0,0.4919086,0.346437,
ZWE,Gas,3.724875,0.156897,0.002457,
ZWE,Imp_biomass,1.520808,0.2767824,0,
ZWE,Imp_charcoal,6.20812564,2.834703773,0.10647,
ZWE,Kerosene,3.5362415,0.127257324,0.121229199,
ZWE,Pellets,0,0.04543016,0.006552,